document_id,clean_text,sentiment
doc_056,"This book offers an in-depth exploration of advanced remote sensing technologies in geological studies. Three of the authors (Weitao Chen, Xianju Li, and Lizhe Wang) are affiliated with the School of Computer Science at the China University of Geosciences, Wuhan, China, with expertise in AI applications for geological data interpretation. The fourth author (Xuwen Qin) is based at the China Aero Geophysical Survey and Remote Sensing Center for Natural Resources, Beijing, China, and knows geophysics and multisource data integration. This interdisciplinary collaboration provides a robust foundation for the book s innovative methodologies in geological exploration. The book integrates remote sensing methodologies with state-of-the-art artificial intelligence (AI) techniques to enhance geological interpretation. Remote sensing acquires data via satellites, aircraft and drones and usually relies on human interpretation of computer-generated images. Intelligent remote sensing, enhanced by AI and machine learning, automates analysis, improves accuracy, and processes complex, large-scale datasets. This advancement enables more efficient geological exploration, environmental monitoring, and resource management. I am a Master s student in Physics; I read the book and wrote the review in three weeks. AI was utilized to enhance clarity and language. I have no personal connection with the authors. The book addresses critical topics such as lithological classification, scene segmentation, and transfer learning while offering solutions to practical challenges. It is tailored for advanced undergraduate and graduate students, as well as researchers and professionals specializing in geology,",neutral
doc_057,"For accurate crop classification, it is necessary to use time-series of high-resolution satellite data to better discriminate among certain crop types. This task brings the following challenges: a large amount of satellite data for download, Big data processing and computational resources for utilization of state-of-the-art classification approaches. For solving these problems, we have developed an automated crop classification workflow, which is based on machine-learning techniques. By deployment of the workflow on the cloud platform, we can overcome challenges of Big data downloading and processing. In this paper, we present the system architecture and describe the experiments on structural and parametric identification of machine learning models utilized in the system.",positive
doc_058,"This study presents a machine learning framework for real-time hazard assessment in fire environments using gas sensor data. A two-stage predictive model was developed with simulated data from PyroSim, a fire dynamics tool. The regression model predicts gas concentrations throughout a burning structure, while the classification model determines whether the levels are safe or pose an immediate danger to life and health (IDLH). To enhance performance, lag features captured short-term temporal dynamics, and the Synthetic Minority Over-sampling Technique (SMOTE) addressed class imbalance, improving the detection of rare but critical hazardous conditions. This approach significantly increased the model's accuracy in identifying immediate danger events. Designed for real-time deployment, the system processes sensor input to provide instant hazard classification. Preliminary results indicate that the models accurately predict and classify hazardous conditions with high confidence, enabling real-time use in autonomous systems. Future efforts will focus on sensor calibration, system integration, and field validation to advance automated risk assessment and improve responder safety in fire emergencies.",positive
doc_059,"Background/Objectives: Mammary gland traits (milk quality and lactation performance) are economically critical for B. taurus and O. aries, but core regulatory hub genes remain unclear due to high false positives in single-method transcriptomic analyses. This study aimed to identify robust hub genes linked to species-specific differences in mammary gland tissue via an integrated bioinformatics strategy. Methods: Raw transcriptomic data (77 B. taurus and 77 O. aries mammary gland samples) were retrieved from the European Nucleotide Archive (ENA); after quality control, differential expression gene (DEG) screening, weighted gene co-expression network analysis (WGCNA), and SHapley Additive exPlanations (SHAP)-assisted machine learning were performed, with core genes defined as the intersection of the three gene sets, and functional enrichment and protein protein interaction (PPI) network analyses were used to prioritize hub genes. Results: A total of 13,138 high-quality genes were retained, including 6148 DEGs, 4698 WGCNA core module genes, and 500 SHAP-high-contribution genes, yielding 178 core genes that were significantly enriched in the translation (p < 0.001) pathways; hub genes were identified via PPI network analysis. Conclusions: These findings indicate that RPS15 and RPL7A are core species-difference signals in mammary gland tissue of B. taurus and O. aries, providing insights into inter-species molecular differences, and this integrated strategy enhances the robustness of hub gene identification in pure bioinformatics studies.",positive
doc_060,"Purpose The purpose of this study is to investigate how libraries adopt beyond reality technologies like virtual reality, augmented reality, mixed reality and extended reality to provide an engaging environment and transform user service provision. Design/methodology/approach The study explained different facets of beyond reality. It surveyed various library websites and analysed literature dealing with varying forms of beyond reality technology to gain an idea of how libraries perceive the relevance of this emerging technology for incorporation in its workflow. Findings The study presented some use case studies to give an overview of the adoption of this technology in libraries. The study also outlines the scope of future possibilities for the expansion of applications. Originality/value The practical examples will help improve the understanding of practicing librarians who are contemplating implementation or preparing to cover more areas under this technology in libraries and encourage researchers to explore the integration of artificial intelligence and machine learning with this technology in a cloud infrastructure to leverage maximum outcome in a broader perspective from this immersive technology.",positive
doc_061,"The use of generative machine learning models, trained on the experimentally resolved structures deposited in the protein data bank, is an attractive approach to sampling conformational ensembles of proteins. However, the ensembles generated by these models lack time scale or causal information. We use the structural ensembles generated from AlphaFold2 at a range of MSA depths to parametrize the potential of mean force of an overdamped, memory-free, coarse-grained Langevin equation. This approach couples the AlphaFold2 ensembles to a causal model, allowing us to estimate the time scales spanned by the ensembles generated at each MSA depth. Performing this analysis on six variants of HIV-1 protease, we confirm an inverse relationship between MSA depth and the time scale of an ensemble's conformational fluctuations. The MSA depth essentially serves as a conformational restraint, and AlphaFold2 is generally able to probe time scales at or below those seen in microsecond-long, unbiased molecular dynamics simulations. We conclude by generalizing this approach to other generative structural ensemble-prediction methods as well as cofolding models, in this case, the biologically functional HIV-1 protease dimer.",positive
doc_062,"In order to provide quick, efficient treatment, disease prediction in the healthcare industry must be exceedingly accurate. The overall goal of this project is to predict brain tumors at early stages using a deep learning model. The Brain is the most important organ in the human body since it controls how all other organs function and helps us make decisions. The tumor is an unchecked growth of unwanted tissue inside of our brain that has developed into a fibrous mesh. The main objective of this study is to identify brain tumors early on. The research would offer a prognosis identifying the presence or absence of a tumor. Among all machine learning algorithms, the YOLO (You Only Look Once) deep learning method is employed because it has a greater degree of precision, produces results more quickly, and is easy to train on large datasets. Another benefit of the deep learning method is that it permits parallelization and has higher testing accuracy than other algorithms. This technique makes it possible to diagnose brain tumors quickly and precisely (96% of the time), which helps with patient care.",positive
doc_063,"St Johns Wort And Depression FREE DOWNLOAD ST JOHNS WORT AND DEPRESSION Find loads of the book catalogues in this site as the choice of you visiting this page. You can also join to the website book library that will show you numerous books from any types. Literature, science, politics, and many more catalogues are presented to offer you the best book to find. The book that really makes you feels satisfied. Or that's the book that will save you from your job deadline. Now, we come to offer you the right catalogues of book to open. st johns wort and depression is one of the literary work in this world in suitable to be reading material. That's not only this book gives reference, but also it will show you the amazing benefits of reading a book. Developing your countless minds is needed; moreover you are kind of people with great curiosity. So, the book is very appropriate for you. Growing up from elementary to the adult, reading books will let different reasons to believe. Sometime, we need the book because of the job deadline. But in other time, you can read again this st johns wort and depression, for not only the job deadline need but also for eager. So, is reading this book your great eager to read. When you have enough to seek for another book that can't make you feel pleased, you will always look for other sources, won't you? This is why we come to you to help in finding the right book. Finding this st johns wort and depression as the right book really makes you feel relieved. Even this is just a book; you can find some goodness that can't be got from any other sources. Fulfilling the curious it is sometime very easy, but sometime it needs the big effort. As here, before finding this website to get the book, you may feel so confused. Why? It's because you really need this awesome book to read as soon as possible. Get Another Ebooks Related With St Johns Wort And Depression That Can Be Interesting on You : 2001 fiat seicento owners manual triumph tr4a workshop manual manual autocad 2008 tinker afb itt frontier city tickets tvs scooty pep plus service manual itbs practice test 7th grade fun ideas for 6th grade orientation maretron user manual sponsorship sample letter for rodeo how to clean a self clean oven manually atcn021js atcn041js atcn081js data manual v0 teacher websites or grammar pretest 8th grades monitor kerosene heater manual 2007 honda accord hybrid owners manual 1995 ford mustang gt owners manua briggs and stratton single cylinder l head repair manual asko t731 dryer manual veterinary liability waiver form manual flash vs auto flash 2010 acura rl dash trim manual citroen c4 picasso manual usuario 1993 am general hummer ac compressor bearing manua spelling words for wonders grade 3 daily grammar review 6th grade hydraulic design manual ingenieros de minas alberta millwright red seal test questions dunban arts manual schnucks discount six flags tickets 2014 exemplars grade 12 mathematics june operating manual saab tankradar g3 introduction to combustion solution manual 2008 mazda3 manual operator s manual 345 350 yamaha yzf r1 manual owner s manual vectra vauxhall accounting exam paper 2014 grade 12 75 harley davidson shovelhead service manual memorandum for criminology exam papers 2013 eligibility worker 1 sample test california udec dynamic manual merit award comments daewoo lacetti 2010 manual lg 9000 btu portable air conditioner manual 2006 ford ranger owners manual the mysterious giant of barletta comprehension test cogic men effeminate 2010 toyota camry xle owners manual manual book of honda city 6th grade staar social studies review pontiac montana sv6 2006 service manual pressure ulcer soap notes example prometric exam question papers in oman aventa learning world history answers bible hidden pictures for caleb and joshua mazda 626 mx 6 ford probe haynes repair manual mirage minisplit owners manual 5th grade long division lesson plans diahatsu modle dm950d repair manual honda xr80 service manual huawei e5331 user manual safety craft preschool zte blade instruction manual jeep compass repair manual pontiac vibe owner manual manual service opel vectra apex geography unit 5 jzz30 manual instrument cluster ms excel for investment banking instruction manuals untitled document honda civic2004 and wiring diagram and free manual predicted paper june 2014 higher tier 2006 jeep cherokee manual stanford picc line dressing change ford 3910 repair manual dcoty 2009 ford fiesta manual canon eos 500d manual english volvo v50 repair manual audi a6 service manual 1998 2004 free nfpa 25 fire hydrant inspection frequencies poetry for 7th grade manual sony z1 espanol flamenco guitar tabs insignia surround sound repair manual bc60xlt 1 manual johnson outboard motors manual 15 hp 2003 dmc zs10 owners manual mariner 40 hp outboard manual dremel 1731 manual toshiba 19sl410u owners manual uniden dect 1560 2 manual olympian generator manual gep30 jss3 question paper and answer 2014 canon rebel 2ti manual abaqus random response example 1990 toyota corolla service manual pd hp 5520 printer manual ford escape 2003 owners manual ford fiesta 2001 haynes manual honda crf150f service manual vl commodore manual enlarging a picture grid worksheet nsc preliminary exam timetable 2013 example of numeracy and literacy tests of bus drivers engine manual for vt275 international common core kindergarten first quarter 2000 acura tl fuel cap tester adapter manual 2004 kia sorento manual panasonic lumix tz6 manual lesson plan template editable ford focus 2007 manual 2009 yaris repair manual honda odyssey owners manuals owners manual samsung tv whirlpool wher25 installation manual idrivesafely final exam answers life on earth dot point answers principles of engineering pltw final exam 2013 love story guitar sheet mercedes r230 manualfree paragraph unity and coherence exercises 70 hp evinrude manual marcy home gym assembly manual peter pan wendy monologues 2011 ford escape manual toshiba satellite a40 repair manual engineering math n2 question papers grand vitara manual propietario chemistry density word problems worksheet critical and inferential comprehension questions little green machine instructions manual classic car manuals for sale htc titan 2 user manual leappad explorer manual renault 21 service manual 2006 cobalt manual example for physical science 2014 grade 11 bullet express manual opel combo servce manual 580ex ii service manual polaris sportsman 400 manual kubota gh170 manual mercury grand marquis 2004 owners manual 2011 acura rdx winch manual tata indica vista quadrajet user manual danfoss vlt 2020 manual free online motorcycle owners manuals lessons on the nicene creed 2006 sonata service manual volvo d1 13b owner manual hitachi ultravision manual panorama supersite leccion 3 answers mercury 150 hp 4 stroke service manual answers of biotechnology concept map repair manuals truck entering kindergarten math chevy equinox owners manual word 2003 training manual jsc math suggestion world of ice and fire high level questioning stems hockey registration form template kodak easyshare mini m200 manual quadratic applications tesccc answer key cadd solis vip operator manual harmony 890 remote manual emc aventura workbook answer key manual canon 500d espanol summer packets for 2nd graders 2011 kia warranty and consumer information manual nikon d700 user manual free sample literary essays for grade 5 activity on grandmother spider brings the sun pearson mastering physics solution manual phet color vision answers mcq of general surgery corrections officer ontario cognitive testing minolta maxxum htsi plus manual lesson plans realidades 3 question paper for economics grade 11 term 3 2014 alice in wonderland lamda piece essential of investment 9th edition test bank fisher paykel washer diagnostic manual gw712 manual maptek vulcan google maps easter eggs coordinates mini service manual sample student growth objectives free repair manuals new holland tractor manuals free manual fokker f27 2008 nissan sentra repair manual grd11 agric example 2013 understanding statistics 10th edition brase ergo metrix promotional test prep toro 14 38 hxl workshop manual mercury thunderbolt 650 manual bobcat s250 owners manual c2 01 service manual whirlpool awm 5100 service manual haynes repair manual mitsubishi colt 1400 free ebook 50 states project 5th grade wais iv technical manual kubota l2550 service manual story of three little pigs for children star test sample questions for 5th grade wizard 211 digital readout operations manual 2003 toyota matrix repair manual manual jetta 2004 bose sounddock series ii user manual 2004 acura tl fuel cap tester adapter manual outgoing head boy speech in graduation ceremony mygig manual english foundations 1 apex honda cr500 service manual the startup owners manual free hilux workshop manual agricultural science p1 june question paper 2013 volume of pyramid exam questions denon avr 889 manual toro 20065 manual free 1988 jeep 40 manual jewish life cycle lesson plans kyle xy nowhere to hide june jim king predicted paper 2014 rca visys 60 phone manual physical science grade 11 parts catalog manual manual focus film camera personal narrative lesson plans 6th grade renault 5 haynes service and repair manual 1985 1996 honda vf750c manual yamaha road star warrior manual 2000 subaru legacy repair manual pdf tvm50 programming manual volvo l150f wheel loader service manual summary of the novel kusinda kwehlela endodeni alup compressor manual kubota l3400 owners manual 1990 volvo wagon workshop manual free pd economie manual xi humanitas nissan frontier d22 2004 service manual fundamentals of database systems laboratory manual1 car manuals for free chevy sonic service repair manual solution of n5 paper memorandum ford 3600 tractor repair manual canon 1000d manual maytag epic z user manual exempler 2014 life orientation number chart 1 50 blank free katana repair manual st jo h s w o t d d ep re ssi o",neutral
doc_064,"We consider the problem of measuring how much a system reveals about its secret inputs. We work in the black-box setting: we assume no prior knowledge of the system's internals, and we run the system for choices of secrets and measure its leakage from the respective outputs. Our goal is to estimate the Bayes risk, from which one can derive some of the most popular leakage measures (e.g., min-entropy leakage). The state-of-the-art method for estimating these leakage measures is the frequentist paradigm, which approximates the system's internals by looking at the frequencies of its inputs and outputs. Unfortunately, this does not scale for systems with large output spaces, where it would require too many input-output examples. Consequently, it also cannot be applied to systems with continuous outputs (e.g., time side channels, network traffic). In this paper, we exploit an analogy between Machine Learning (ML) and black-box leakage estimation to show that the Bayes risk of a system can be estimated by using a class of ML methods: the universally consistent learning rules; these rules can exploit patterns in the input-output examples to improve the estimates' convergence, while retaining formal optimality guarantees. We focus on a set of them, the nearest neighbor rules; we show that they significantly reduce the number of black-box queries required for a precise estimation whenever nearby outputs tend to be produced by the same secret; furthermore, some of them can tackle systems with continuous outputs. We illustrate the applicability of these techniques on both synthetic and real-world data, and we compare them with the state-of-the-art tool, leakiEst, which is based on the frequentist approach.",positive
doc_065,"In this paper we adopted state-of-the-art machine learning algorithms, namely: random forest (RF) and least squares boosting, to model crash data and identify the optimum model to study the impact of narrow lanes on the safety of arterial roads. Using a ten-year crash dataset in four cities in Nebraska, two machine learning models were assessed based on the prediction error. The RF model was identified as the best model. The RF was used to compute the importance of the lane width predictors in our regression model based on two different measures. Subsequently, the RF model was used to simulate the crash rate for different lane widths. The Kruskal-Wallis test, was then conducted to determine if simulated values from the four lane width groups have equal means. The test null hypothesis of equal means for simulated values from the four lane width groups was rejected. Consequently, it was concluded that the crash rates from at least one lane width group was statistically different from the others. Finally, the results from the pairwise comparisons using the Tukey and Kramer test showed that the changes in crash rates between any two lane width conditions were statistically significant.",neutral
doc_066,"ABSTRACT: Artificial intelligence (AI) and machine learning (ML) are transforming the pharmaceutical value chain, yet their adaptive, data-driven behaviour challenges traditional validation frameworks designed for deterministic software. This narrative review synthesizes current global guidance including GAMP 5 (Second Edition), ALCOA++, ICH Q8 Q11, the U.S. FDA s Software as a Medical Device (SaMD) AI/ML Action Plan and the 2025 Draft Guidance on Predetermined Change Control Plans for AI/ML-enabled Devices, the European Union AI Act, and ISO/IEC 25010, 27001, and 42001 into a unified, risk-based blueprint encompassing three technology classes: conventional software, automation platforms, and AI/ML models. Differences in user requirement specification, qualification (IQ/OQ/PQ), change management, and lifecycle oversight are mapped, and four emerging pain points model drift, bias, explainability, and cybersecurity are highlighted. Building upon the classical V-model, a four-phase roadmap is proposed that integrates deterministic validation discipline with agile, data-centric controls and continuous performance monitoring. Adoption of this blueprint can shorten validation cycles, enhance regulatory compliance, and expedite the delivery of safer and more reliable medicines.",neutral
doc_067,"The extreme learning machine needs a large number of hidden nodes to generalize a single hidden layer neural network for a given training data-set. The need for more number of hidden nodes suggests that the neural-network is memorizing rather than generalizing the model. Hence, a supervised learning method is described here that uses Moore-Penrose approximation to determine both input-weight and output-weight in two epochs, namely, backward-pass and forward-pass. The proposed technique has an advantage over the back-propagation method in terms of iterations required and is superior to the extreme learning machine in terms of the number of hidden units necessary for generalization.",positive
doc_068,"Image recognition occupies a special place in the science of computer vision. Contour analysis particular important in pattern recognition. In this paper, we consider the structure of the contour analysis of external images. Active contour method shows the possibilities of using the minimum energy curve. The energy function that defines boundaries without first isolating the boundaries of an image object. Therefore, the Canny Boundary Detector algorithm is used to detect the contours of an object in an image. This algorithm smooths out image blur and eliminates noise, eliminates errors or interference in the picture. The path tracking method crosses out the boundaries between the subject and the background. Algorithms such as machine learning are needed in order to reflect its performance and the need for recognition. Clustering is used as a machine learning method to find the nearest neighbor criteria. The mathematical model of clustering has its own uniqueness and application for identifying borders or contours in the image. The contour detection and linking approach uses graph analysis, which works and does not lose efficiency in the presence of noise. The convexity defects contour analysis algorithm is able to determine the size of borders, and also uses the search for contour recesses and the introduction of key features when calculating object parameters.",positive
doc_069,"This paper summarizes our first attempt to use an ensemble technique to predict soccer games. We chose to represent the games by converting the difference of the teams' statistics into the values -1,0, and 1. This conversion was done using tolerance values that zero-out some of the differences. We used a genetic algorithm to find the tolerance values. 101 tolerance vectors produced by the genetic algorithm were used to create game representations on which various machine learning algorithms were trained to create an ensemble technique. Our approach had an accuracy of 70% predicting the Women's Euro 2022 and an accuracy of 67% predicting the men's Euro 2020.",positive
doc_070,"This study aims to highlight key figures and organizations in solar energy forecasting research, including the most prominent authors, journals, and countries. It also clarifies commonly used abbreviations in the field, with a focus on forecasting methods and techniques, the form and type of solar energy forecasting outputs, and the associated error metrics. Building on previous research that analyzed data up to 2017, the study updates findings to include information through 2023, incorporating metadata from 500 articles to identify key figures and organizations, along with 276 full-text articles analyzed for abbreviations. The application of text mining offers a concise yet comprehensive overview of the latest trends and insights in solar energy forecasting. The key findings of this study are threefold: First, China, followed by the United States of America and India, is the leading country in solar energy forecasting research, with shifts observed compared to the pre-2017 period. Second, numerous new abbreviations related to machine learning, particularly deep learning, have emerged in solar energy forecasting since before 2017, with Long Short-Term Memory, Convolutional Neural Networks, and Recurrent Neural Networks the most prominent. Finally, deterministic error metrics are mentioned nearly 11 times more frequently than probabilistic ones. Furthermore, perspectives on the practices and approaches of solar energy forecasting companies are also examined.",neutral
doc_071,"In this scientific article, modern types of machine vision are examined, which are widely used in the process of inspecting vehicles at various stages of their production and operation. Machine vision serves as an important tool that enhances the quality and safety of vehicles, as well as optimizes production processes. The article discusses key technologies such as lighting technologies that provide the necessary illumination for accurate image analysis, as well as image processing, which allows for the extraction of useful information from visual data. Additionally, special attention is given to machine learning algorithms that enable machine vision systems to adapt and improve their accuracy over time. Stereovision, as a method, is also considered in the context of creating three-dimensional models of objects, significantly increasing the accuracy of defect detection. The article emphasizes automated quality control methods, including the use of high-resolution cameras capable of detecting defects, damages, and discrepancies in the design and finish of vehicles. These technologies play a crucial role in ensuring high standards of quality and reliability in vehicles, which, in turn, contributes to increasing consumer trust in manufacturers.",positive
doc_072,"Reaction databases provide a great deal of useful information to assist planning of experiments, but do not provide any interpretation or chemical concepts to accompany this information. In this work reactions are labeled with experimental conditions and network analysis shows that consistencies within clusters of data points can be leveraged to organize this information. In particular, this analysis shows how particular experimental conditions (specifically solvent) are effective in enabling specific organic reactions (Friedel-Crafts, Aldol addition, Claisen condensation, Diels-Alder, and Wittig), including variations within each reaction class. An example of network analysis is shown in the graphical abstract, where data points for a Claisen condensation reaction break into clusters that depend on the catalyst and chemical structure. This type of clustering, which mimics how a chemist reasons, is derived directly from the network. Therefore the findings of this work could augment synthesis planning by providing predictions in a fashion that mimics human chemists. To numerically evaluate solvent prediction ability, three methods are compared: network analysis (through the k-nearest neighbor algorithm), a support vector machine, and a deep neural network. The most accurate method in 4 of the 5 test cases is the network analysis, with deep neural networks also showing good prediction scores. The network analysis tool was evaluated by an expert panel of chemists, who generally agreed that the algorithm produced accurate solvent choices while simultaneously being transparent in the underlying reasons for its predictions.",positive
doc_073,"Implicit models, which allow for the generation of samples but not for point-wise evaluation of probabilities, are omnipresent in real-world problems tackled by machine learning and a hot topic of current research. Some examples include data simulators that are widely used in engineering and scientific research, generative adversarial networks (GANs) for image synthesis, and hot-off-the-press approximate inference techniques relying on implicit distributions. The majority of existing approaches to learning implicit models rely on approximating the intractable distribution or optimisation objective for gradient-based optimisation, which is liable to produce inaccurate updates and thus poor models. This paper alleviates the need for such approximations by proposing the Stein gradient estimator, which directly estimates the score function of the implicitly defined distribution. The efficacy of the proposed estimator is empirically demonstrated by examples that include meta-learning for approximate inference, and entropy regularised GANs that provide improved sample diversity.",positive
doc_074,"Prior interruptibility research has focused on identifying interruptible or opportune moments for users to handle notifications. Yet, users may not want to attend to all notifications even at these moments. Research has shown that users' current practices for selective attendance are through speculating about notification sources. Yet, sometimes the above information is insufficient, making speculations difficult. This paper describes the first research attempt to examine how well a machine learning model can predict the moments when users would incorrectly speculate the sender of a notification. We built a machine learning model that can achieve an recall: 84.39%, precision: 56.78%, and F1-score of 0.68. We also show that important features for predicting these moments.",neutral
doc_075,"This study aims to produce a Vocational High School Natural Science learning tool to improve project-based soft skills that are valid, practical and effective in developing student soft skills. The method used is Research and Development (R&D) referring to the 4-D model suggested by Thiagarajan with the stages namely define, design, develop, and disseminate. The population in this study were students of class XI in the machine technology group of SMK Negeri 2 Kudus in the academic year 2019/2020 (N = 61). The sample in the study were students of class XI with the expertise of machine technology (n = 34) who were taken by random sampling technique. The data were collected using the device validation sheet, the implementation observation sheet, the teacher's response questionnaire and the student response questionnaire. Data about the validity and practicality of the device in developing learning tools to improve project-based soft skills were analyzed using the right-hand t-test with ? of 0.05.",positive
doc_076,"Game theory is the study of the strategic behavior of rational decision makers who are aware that their decisions a ect one another. Its simple but universal principles have found applications in the most diverse disciplines, including economics, social sciences, evolutionary biology, as well as logic, system science and computer science. Despite its long-standing tradition and its many advances, game theory is still a young and developing science. In this paper, we describe some recent and exciting applications in the elds of machine learning and privacy.",neutral
doc_077,"Thermal imaging is progressively being used nowadays to investigate a wide range of muscle disorders or irregularities causing increased or decreased blood flow. Furthermore, the activation of the muscle tissue can accurately be detected using electromyography technique by measuring the electrical activity produced during muscular contraction and relaxation. In combination with smart material-based actuators and sensors, which are versatile and appropriate for integration, a multisensor feedback unit for human interaction can be developed. This research presents a novel approach for investigating muscle activation level and localization using surface temperature based on low-cost surface electromyography and thermal sensor that incorporates multi-mode dielectric elastomer actuator feedback capability. We have implemented a deep learning algorithm to make prediction on muscle activation and localization for the purpose of optimization. A graphical user interface is developed to make predictions and forecast on the go. The deep learning model exhibits high evaluation scores across accuracy metrics with an accuracy of 92% on the test set. The study explores the potential applications of this approach in fields of biomechanics, rehabilitation, and human-machine interfaces.",positive
doc_078,"Early and accurate detection of ovarian cancer remains a significant challenge in clinical practice. This study proposes a hybrid machine learning model combining Support Vector Machine (SVM) and K-Nearest Neighbors (KNN) to enhance the detection of ovarian cancer by integrating biomarkers and physiological features. We systematically evaluate feature selection techniques, including Recursive Feature Elimination (RFE) and statistical methods, to identify the most relevant predictors. The study uses biomarkers (e.g., CA-125, HE4) and physiological data (e.g., age, BMI) to create a multi-modal dataset. The features are tested individually and in combination to assess their impact on model performance. The hybrid model integrates predictions from SVM and KNN using majority voting, leveraging the strengths of both algorithms in global and local classification. The model is evaluated using various metrics, including accuracy, precision, recall, F1-score, and AUC, demonstrating improved detection accuracy. Results show that incorporating both types of features significantly enhances predictive performance, underscoring the potential of multi-modal data integration for developing robust diagnostic tools for ovarian cancer.",positive
doc_079,"Research background: International trade is a substantial constituent of the global and regional economic development. The analysis of mutual trade serves as a tool for a monetary expression of economic transactions between a particular country and its foreign partners for a specific period. For the Czech Republic (CR), the People s Republic of China (PRC) is the biggest exporter and the second biggest importer. The USA, however, imposes a number of economic sanctions against the PRC that do not have any significant impact on the trade between both countries and the overall growth of the Chinese economy, yet they affect the behavior of consumers and producers both in the USA and in the PRC. Purpose of the article: The aim of this paper is to use machine learning for predicting the future values of the mutual trade between the CR and the PRC for one calendar year (i.e. 12 months). Methods: Monthly data of these two states import and export are used to predict bilateral trade flow. The time series begins in January 2005 and ends in April 2020. Thus, the time series contains 184 data lines. Artificial intelligence - artificial neural networks - is used to predict bilateral trade flow between the PRC and the CR. The development of trade is then compared with the mutual sanctions of the PRC and the USA. Findings & Value added: This is expected that the mutual trade balance to be negative from the perspective of the CR. COVID-19 or the sanctions imposed in the international trade will not significantly affect the development of the mutual trade between the CR and the PRC.",positive
doc_080,"The spatiotemporal proteome of the intervertebral disc (IVD) underpins its integrity and function. We present DIPPER, a deep and comprehensive IVD proteomic resource comprising 94 genome-wide profiles from 17 individuals. To begin with, protein modules defining key directional trends spanning the lateral and anteroposterior axes were derived from high-resolution spatial proteomes of intact young cadaveric lumbar IVDs. They revealed novel region-specific profiles of regulatory activities and displayed potential paths of deconstruction in the leveland location-matched aged cadaveric discs. Machine learning methods predicted a hydration matrisome that connects extracellular matrix with MRI intensity. Importantly, the static proteome used as point-references can be integrated with dynamic proteome (SILAC/degradome) and transcriptome data from multiple clinical samples, enhancing robustness and clinical relevance. The data, findings, and methodology, available on a web interface (http://www.sbms.hku.hk/dclab/ DIPPER/), will be valuable references in the field of IVD biology and proteomic analytics. Introduction The 23 intervertebral discs (IVDs) in the human spine provide stability, mobility, and flexibility. IVD degeneration (IDD), most common in the lumbar region (Saleem et al., 2013; Teraguchi et al., 2014), is associated with a decline in function and a major cause of back pain, affecting up to 80% of the world s population at some point in life (Rubin, 2007), presenting significant socioeconomic burdens. Multiple interacting factors such as genetics, influenced by ageing, mechanical and other stress factors, contribute to the pathobiology, onset, severity, and progression of IDD (Munir et al., 2018). IVDs are large, avascular, extracellular matrix (ECM)-rich structures comprising three compartments: a hydrated nucleus pulposus (NP) at the centre, surrounded by a tough annulus fibrosus (AF) at the periphery, and cartilaginous endplates of the adjoining vertebral bodies (Humzah and Soames, 1988). The early adolescent NP is populated with vacuolated notochordal-like cells, which are gradually replaced by small chondrocyte-like cells (Risbud et al., 2015). Blood vessels terminate Tam, Chen, et al. eLife 2020;9:e64940. DOI: https://doi.org/10.7554/eLife.64940 1 of 37 TOOLS AND RESOURCES",positive
doc_081,"While the expected calibration error (ECE), which employs binning, is widely adopted to evaluate the calibration performance of machine learning models, theoretical understanding of its estimation bias is limited. In this paper, we present the first comprehensive analysis of the estimation bias in the two common binning strategies, uniform mass and uniform width binning. Our analysis establishes upper bounds on the bias, achieving an improved convergence rate. Moreover, our bounds reveal, for the first time, the optimal number of bins to minimize the estimation bias. We further extend our bias analysis to generalization error analysis based on the information-theoretic approach, deriving upper bounds that enable the numerical evaluation of how small the ECE is for unknown data. Experiments using deep learning models show that our bounds are nonvacuous thanks to this information-theoretic generalization analysis approach.",positive
doc_082,"Abstract Objective This study aimed to develop and validate a machine learning (ML) model to predict the probability of a vaginal delivery (Partometer) using data iteratively obtained during labor from the electronic health record. Study Design A retrospective cohort study of deliveries at an academic, tertiary care hospital was conducted from 2013 to 2019 who had at least two cervical examinations. The population was divided into those delivered by physicians with nulliparous term singleton vertex (NTSV) cesarean delivery rates <23.9% (Partometer cohort) and the remainder (control cohort). The cesarean rate among this population of lower risk patients is a standard metric by which to compare provider rates; <23.9% was the Healthy People 2020 goal. A supervised automated ML approach was applied to generate a model for each population. The primary outcome was accuracy of the model developed on the Partometer cohort at 4 hours from admission to labor and delivery. Secondary outcomes included discrimination ability (receiver operating characteristics area under the curve [ROC-AUC]), precision-recall AUC, and calibration of the Partometer. To assess generalizability, we compared the performance and clinical predictors identified by the Partometer to the control model. Results There were 37,932 deliveries during the study period; after exclusions, 9,385 deliveries were included in the Partometer cohort and 19,683 in the control cohort. Accuracy of predicting vaginal delivery at 4 hours was 87.1% for the Partometer (ROC-AUC: 0.82). Clinical predictors of greatest importance in the stacked Intrapartum Partometer Model included the Admission Model prediction and ongoing measures of dilatation and station which mirrored those found in the control population. Conclusion Using automated ML and intrapartum factors improved the accuracy of prediction of probability of a vaginal delivery over both previously published models based on logistic regression. Harnessing real-time data and ML could represent the bridge to generating a truly prescriptive tool to augment clinical decision-making, predict labor outcomes, and reduce maternal and neonatal morbidity. Key Points Our ML-based model yielded accurate predictions of mode of delivery early in labor. Predictors for models created on populations with high and low cesarean rates were the same. A ML-based model may provide meaningful guidance to clinicians managing labor.",positive
